year,state,income,yearly_increase,yearly_inflation
1987,Nevada,26878,113.6,3.7
1987,Michigan,27702,113.6,3.7
1987,Rhode_Island,28292,113.6,3.7
1987,Washington,27319,113.6,3.7
1987,Alaska,33233,113.6,3.7
1987,Massachusetts,32241,113.6,3.7
1987,Nebraska,23268,113.6,3.7
1987,West_Virgina,17207,113.6,3.7
1987,Alabama,19734,113.6,3.7
1987,Florida,24489,113.6,3.7
1987,Illinois,27084,113.6,3.7
1987,Ohio,25773,113.6,3.7
1987,South_Carolina,25049,113.6,3.7
1987,District_of_Columbia,27455,113.6,3.7
1987,Indiana,22519,113.6,3.7
1987,North_Dakota,22576,113.6,3.7
1987,South_Dakota,21151,113.6,3.7
1987,Georgia,26714,113.6,3.7
1987,Oregon,25038,113.6,3.7
1987,Hawaii,35022,113.6,3.7
1987,Idaho,20755,113.6,3.7
1987,Wyoming,27590,113.6,3.7
1987,Delaware,29244,113.6,3.7
1987,Iowa,22190,113.6,3.7
1987,North_Carolina,22760,113.6,3.7
1987,Tennessee,21179,113.6,3.7
1987,Connecticut,32862,113.6,3.7
1987,Kansas,25583,113.6,3.7
1987,New_York,26384,113.6,3.7
1987,Texas,24721,113.6,3.7
1987,Colorado,26476,113.6,3.7
1987,Kentucky,20673,113.6,3.7
1987,New_Mexico,20758,113.6,3.7
1987,Pennsylvania,25424,113.6,3.7
1987,avgerage,26061,113.6,3.7
1987,Utah,26529,113.6,3.7
1987,Wisconsin,26369,113.6,3.7
1987,Mississippi,18513,113.6,3.7
1987,California,30146,113.6,3.7
1987,Louisiana,21349,113.6,3.7
1987,New_Jersey,34241,113.6,3.7
1987,Vermont,25415,113.6,3.7
1987,Arkansas,18827,113.6,3.7
1987,Minnesota,28082,113.6,3.7
1987,Maine,23600,113.6,3.7
1987,New_Hampsire,32338,113.6,3.7
1987,Missouri,23720,113.6,3.7
1987,Virgina,29996,113.6,3.7
1987,Arizona,26749,113.6,3.7
1987,Maryland,34970,113.6,3.7
1987,Oklahoma,21691,113.6,3.7
1987,Montana,20474,113.6,3.7
1988,Wyoming,26419,118.3,4.1
1988,Georgia,26566,118.3,4.1
1988,Pennsylvania,26742,118.3,4.1
1988,Oregon,27748,118.3,4.1
1988,Hawaii,33024,118.3,4.1
1988,avgerage,27225,118.3,4.1
1988,Wisconsin,29575,118.3,4.1
1988,Montana,22231,118.3,4.1
1988,Michigan,29472,118.3,4.1
1988,Alabama,19948,118.3,4.1
1988,West_Virgina,19353,118.3,4.1
1988,Nebraska,25159,118.3,4.1
1988,Massachusetts,33213,118.3,4.1
1988,Alaska,33103,118.3,4.1
1988,Washington,32327,118.3,4.1
1988,Missouri,23443,118.3,4.1
1988,Nevada,27983,118.3,4.1
1988,Maryland,36552,118.3,4.1
1988,Arizona,26435,118.3,4.1
1988,Virgina,32648,118.3,4.1
1988,New_Hampsire,34625,118.3,4.1
1988,Maine,26402,118.3,4.1
1988,Arkansas,20172,118.3,4.1
1988,Vermont,28988,118.3,4.1
1988,Minnesota,29087,118.3,4.1
1988,New_Jersey,36287,118.3,4.1
1988,Louisiana,20497,118.3,4.1
1988,California,30287,118.3,4.1
1988,Utah,26313,118.3,4.1
1988,New_Mexico,19296,118.3,4.1
1988,Kentucky,19907,118.3,4.1
1988,Colorado,26214,118.3,4.1
1988,Texas,24963,118.3,4.1
1988,New_York,28915,118.3,4.1
1988,Kansas,25566,118.3,4.1
1988,Connecticut,36213,118.3,4.1
1988,Tennessee,20856,118.3,4.1
1988,North_Carolina,24415,118.3,4.1
1988,Iowa,24305,118.3,4.1
1988,Delaware,30505,118.3,4.1
1988,South_Dakota,22294,118.3,4.1
1988,North_Dakota,24092,118.3,4.1
1988,Indiana,26293,118.3,4.1
1988,District_of_Columbia,26741,118.3,4.1
1988,South_Carolina,25533,118.3,4.1
1988,Ohio,27740,118.3,4.1
1988,Illinois,29524,118.3,4.1
1988,Florida,25406,118.3,4.1
1988,Rhode_Island,29842,118.3,4.1
1988,Mississippi,18166,118.3,4.1
1988,Oklahoma,23667,118.3,4.1
1988,Idaho,23450,118.3,4.1
1989,Montana,23692,124,4.8
1989,Mississippi,19917,124,4.8
1989,West_Virgina,21677,124,4.8
1989,Indiana,25898,124,4.8
1989,Maine,28221,124,4.8
1989,Alabama,21284,124,4.8
1989,Wyoming,29521,124,4.8
1989,Wisconsin,29123,124,4.8
1989,North_Dakota,25229,124,4.8
1989,New_Mexico,22602,124,4.8
1989,New_York,31496,124,4.8
1989,South_Dakota,24108,124,4.8
1989,avgerage,28906,124,4.8
1989,Oregon,28529,124,4.8
1989,Nebraska,26319,124,4.8
1989,Arizona,28552,124,4.8
1989,Arkansas,21433,124,4.8
1989,Florida,26085,124,4.8
1989,Hawaii,35035,124,4.8
1989,Kentucky,23283,124,4.8
1989,Idaho,24654,124,4.8
1989,Delaware,32068,124,4.8
1989,Vermont,31295,124,4.8
1989,Illinois,31300,124,4.8
1989,Michigan,30775,124,4.8
1989,Alaska,36006,124,4.8
1989,Georgia,27542,124,4.8
1989,Iowa,26265,124,4.8
1989,Rhode_Island,30124,124,4.8
1989,Virgina,34118,124,4.8
1989,North_Carolina,26406,124,4.8
1989,Texas,25886,124,4.8
1989,Missouri,26497,124,4.8
1989,New_Jersey,39120,124,4.8
1989,Ohio,29021,124,4.8
1989,Nevada,29340,124,4.8
1989,Maryland,36016,124,4.8
1989,Utah,30717,124,4.8
1989,Kansas,26862,124,4.8
1989,Louisiana,22861,124,4.8
1989,Washington,31961,124,4.8
1989,South_Carolina,23798,124,4.8
1989,District_of_Columbia,26752,124,4.8
1989,Tennessee,22611,124,4.8
1989,Pennsylvania,28690,124,4.8
1989,Minnesota,30185,124,4.8
1989,Connecticut,42321,124,4.8
1989,Colorado,26806,124,4.8
1989,Oklahoma,23667,124,4.8
1989,New_Hampsire,37532,124,4.8
1989,Massachusetts,36086,124,4.8
1989,California,33009,124,4.8
1990,Alaska,39298,130.7,5.4
1990,Oklahoma,24384,130.7,5.4
1990,Utah,30142,130.7,5.4
1990,New_York,31591,130.7,5.4
1990,Texas,28228,130.7,5.4
1990,Minnesota,31465,130.7,5.4
1990,Colorado,30733,130.7,5.4
1990,Florida,26685,130.7,5.4
1990,New_Mexico,25039,130.7,5.4
1990,Kentucky,24780,130.7,5.4
1990,avgerage,29943,130.7,5.4
1990,Maryland,38857,130.7,5.4
1990,Nebraska,27482,130.7,5.4
1990,Missouri,27332,130.7,5.4
1990,West_Virgina,22137,130.7,5.4
1990,Alabama,23357,130.7,5.4
1990,Illinois,32542,130.7,5.4
1990,Washington,32112,130.7,5.4
1990,Arizona,29224,130.7,5.4
1990,Montana,23375,130.7,5.4
1990,Virgina,35073,130.7,5.4
1990,Ohio,30013,130.7,5.4
1990,Mississippi,20178,130.7,5.4
1990,South_Carolina,28735,130.7,5.4
1990,Massachusetts,36247,130.7,5.4
1990,New_Hampsire,40805,130.7,5.4
1990,District_of_Columbia,27392,130.7,5.4
1990,Indiana,26928,130.7,5.4
1990,Maine,27464,130.7,5.4
1990,Oregon,29281,130.7,5.4
1990,North_Dakota,25264,130.7,5.4
1990,South_Dakota,24571,130.7,5.4
1990,Idaho,25305,130.7,5.4
1990,Arkansas,22786,130.7,5.4
1990,Pennsylvania,29005,130.7,5.4
1990,Hawaii,38921,130.7,5.4
1990,Vermont,31098,130.7,5.4
1990,Delaware,30804,130.7,5.4
1990,Iowa,27288,130.7,5.4
1990,Michigan,29937,130.7,5.4
1990,Nevada,32023,130.7,5.4
1990,New_Jersey,38734,130.7,5.4
1990,Rhode_Island,31968,130.7,5.4
1990,North_Carolina,26329,130.7,5.4
1990,Wisconsin,30711,130.7,5.4
1990,Louisiana,22405,130.7,5.4
1990,Georgia,27561,130.7,5.4
1990,Tennessee,22592,130.7,5.4
1990,Connecticut,38870,130.7,5.4
1990,Kansas,29917,130.7,5.4
1990,Wyoming,29460,130.7,5.4
1990,California,33290,130.7,5.4
1991,Georgia,27212,136.2,4.2
1991,Washington,33970,136.2,4.2
1991,Nevada,32937,136.2,4.2
1991,Florida,27252,136.2,4.2
1991,Maryland,36952,136.2,4.2
1991,Arizona,30737,136.2,4.2
1991,Montana,24827,136.2,4.2
1991,Virgina,36137,136.2,4.2
1991,New_Hampsire,36032,136.2,4.2
1991,Pennsylvania,30367,136.2,4.2
1991,Wyoming,29050,136.2,4.2
1991,Maine,27868,136.2,4.2
1991,Arkansas,23435,136.2,4.2
1991,Vermont,29155,136.2,4.2
1991,New_Jersey,40049,136.2,4.2
1991,Wisconsin,31133,136.2,4.2
1991,Rhode_Island,30836,136.2,4.2
1991,Louisiana,25299,136.2,4.2
1991,California,33664,136.2,4.2
1991,Utah,28016,136.2,4.2
1991,New_Mexico,26540,136.2,4.2
1991,Kentucky,23764,136.2,4.2
1991,Minnesota,29479,136.2,4.2
1991,Colorado,31499,136.2,4.2
1991,avgerage,30126,136.2,4.2
1991,Oklahoma,25462,136.2,4.2
1991,Texas,27733,136.2,4.2
1991,New_York,31794,136.2,4.2
1991,Kansas,29295,136.2,4.2
1991,Connecticut,42154,136.2,4.2
1991,Tennessee,24453,136.2,4.2
1991,North_Carolina,26853,136.2,4.2
1991,Hawaii,37246,136.2,4.2
1991,Iowa,28553,136.2,4.2
1991,Delaware,32585,136.2,4.2
1991,South_Dakota,24639,136.2,4.2
1991,North_Dakota,25892,136.2,4.2
1991,Idaho,26116,136.2,4.2
1991,Oregon,30190,136.2,4.2
1991,Indiana,27089,136.2,4.2
1991,Mississippi,19475,136.2,4.2
1991,District_of_Columbia,29885,136.2,4.2
1991,South_Carolina,27463,136.2,4.2
1991,Ohio,29790,136.2,4.2
1991,Illinois,31884,136.2,4.2
1991,Missouri,27926,136.2,4.2
1991,Alabama,24346,136.2,4.2
1991,West_Virgina,23147,136.2,4.2
1991,Nebraska,29549,136.2,4.2
1991,Michigan,32117,136.2,4.2
1991,Massachusetts,35714,136.2,4.2
1991,Alaska,40612,136.2,4.2
1992,Virgina,38198,140.3,3
1992,Wisconsin,33308,140.3,3
1992,Ohio,31404,140.3,3
1992,West_Virgina,20271,140.3,3
1992,Arkansas,23882,140.3,3
1992,Georgia,28797,140.3,3
1992,South_Carolina,27578,140.3,3
1992,Montana,26525,140.3,3
1992,Oklahoma,25284,140.3,3
1992,South_Dakota,26259,140.3,3
1992,New_Mexico,25860,140.3,3
1992,New_Hampsire,39436,140.3,3
1992,Mississippi,20570,140.3,3
1992,Massachusetts,36359,140.3,3
1992,Utah,34251,140.3,3
1992,North_Dakota,26959,140.3,3
1992,Alaska,41802,140.3,3
1992,District_of_Columbia,30247,140.3,3
1992,Kansas,30346,140.3,3
1992,Florida,27349,140.3,3
1992,Maine,29617,140.3,3
1992,Indiana,28530,140.3,3
1992,Idaho,27704,140.3,3
1992,Louisiana,25439,140.3,3
1992,Missouri,27361,140.3,3
1992,Colorado,32484,140.3,3
1992,Tennessee,24318,140.3,3
1992,New_York,31051,140.3,3
1992,Kentucky,23485,140.3,3
1992,Texas,27953,140.3,3
1992,Minnesota,30981,140.3,3
1992,North_Carolina,27771,140.3,3
1992,Maryland,37203,140.3,3
1992,Wyoming,30209,140.3,3
1992,New_Jersey,39000,140.3,3
1992,Oregon,31927,140.3,3
1992,Hawaii,42113,140.3,3
1992,Alabama,25808,140.3,3
1992,Nevada,31908,140.3,3
1992,avgerage,30636,140.3,3
1992,Illinois,31551,140.3,3
1992,Rhode_Island,30432,140.3,3
1992,Washington,33900,140.3,3
1992,Iowa,28743,140.3,3
1992,Connecticut,40841,140.3,3
1992,Arizona,29358,140.3,3
1992,Nebraska,30048,140.3,3
1992,Pennsylvania,29882,140.3,3
1992,California,34903,140.3,3
1992,Delaware,35678,140.3,3
1992,Michigan,32267,140.3,3
1992,Vermont,32755,140.3,3
1993,Rhode_Island,33509,144.5,3
1993,avgerage,31241,144.5,3
1993,Nebraska,31008,144.5,3
1993,Kansas,29770,144.5,3
1993,Minnesota,33682,144.5,3
1993,Connecticut,39516,144.5,3
1993,California,34073,144.5,3
1993,Hawaii,42662,144.5,3
1993,Louisiana,26312,144.5,3
1993,Tennessee,25102,144.5,3
1993,Missouri,28682,144.5,3
1993,North_Carolina,28820,144.5,3
1993,New_Jersey,40500,144.5,3
1993,Vermont,31065,144.5,3
1993,Iowa,28663,144.5,3
1993,Mississippi,22191,144.5,3
1993,Delaware,36064,144.5,3
1993,Wisconsin,31766,144.5,3
1993,Arkansas,23039,144.5,3
1993,Nevada,35814,144.5,3
1993,South_Dakota,27737,144.5,3
1993,North_Dakota,28118,144.5,3
1993,Florida,28550,144.5,3
1993,Maine,27438,144.5,3
1993,Oklahoma,26260,144.5,3
1993,Washington,35655,144.5,3
1993,Indiana,29475,144.5,3
1993,District_of_Columbia,27304,144.5,3
1993,Montana,26470,144.5,3
1993,Idaho,31010,144.5,3
1993,New_Hampsire,37964,144.5,3
1993,Massachusetts,37064,144.5,3
1993,South_Carolina,26053,144.5,3
1993,Ohio,31285,144.5,3
1993,Virgina,36433,144.5,3
1993,Pennsylvania,30995,144.5,3
1993,Oregon,33138,144.5,3
1993,Alabama,25082,144.5,3
1993,Alaska,42931,144.5,3
1993,Arizona,30510,144.5,3
1993,Illinois,32857,144.5,3
1993,Michigan,32662,144.5,3
1993,Georgia,31663,144.5,3
1993,Wyoming,29442,144.5,3
1993,Kentucky,24376,144.5,3
1993,Colorado,34488,144.5,3
1993,New_Mexico,26758,144.5,3
1993,West_Virgina,22421,144.5,3
1993,Utah,35786,144.5,3
1993,Texas,28727,144.5,3
1993,New_York,31697,144.5,3
1993,Maryland,39939,144.5,3
1994,Georgia,31467,148.2,2.6
1994,Oregon,31456,148.2,2.6
1994,Hawaii,42255,148.2,2.6
1994,Delaware,35873,148.2,2.6
1994,California,35331,148.2,2.6
1994,New_Hampsire,35245,148.2,2.6
1994,Iowa,33079,148.2,2.6
1994,Oklahoma,26991,148.2,2.6
1994,Vermont,35802,148.2,2.6
1994,Alaska,45367,148.2,2.6
1994,Alabama,27196,148.2,2.6
1994,New_York,31899,148.2,2.6
1994,Mississippi,25400,148.2,2.6
1994,Connecticut,41097,148.2,2.6
1994,Wyoming,33140,148.2,2.6
1994,Arizona,31293,148.2,2.6
1994,Utah,35716,148.2,2.6
1994,Michigan,35284,148.2,2.6
1994,Nebraska,31794,148.2,2.6
1994,avgerage,32264,148.2,2.6
1994,Illinois,35081,148.2,2.6
1994,West_Virgina,23564,148.2,2.6
1994,Kansas,28322,148.2,2.6
1994,Rhode_Island,31928,148.2,2.6
1994,Missouri,30190,148.2,2.6
1994,Tennessee,28639,148.2,2.6
1994,Washington,33533,148.2,2.6
1994,Montana,27631,148.2,2.6
1994,Indiana,27858,148.2,2.6
1994,Nevada,35871,148.2,2.6
1994,District_of_Columbia,30116,148.2,2.6
1994,Kentucky,26595,148.2,2.6
1994,Maine,30316,148.2,2.6
1994,North_Dakota,28278,148.2,2.6
1994,Maryland,39198,148.2,2.6
1994,South_Dakota,29733,148.2,2.6
1994,Colorado,37833,148.2,2.6
1994,Minnesota,33644,148.2,2.6
1994,Ohio,31855,148.2,2.6
1994,Pennsylvania,32066,148.2,2.6
1994,Idaho,31536,148.2,2.6
1994,Texas,30755,148.2,2.6
1994,Wisconsin,35388,148.2,2.6
1994,Florida,29294,148.2,2.6
1994,Arkansas,25565,148.2,2.6
1994,Louisiana,25676,148.2,2.6
1994,South_Carolina,29846,148.2,2.6
1994,Virgina,37647,148.2,2.6
1994,North_Carolina,30114,148.2,2.6
1994,New_Jersey,42280,148.2,2.6
1994,Massachusetts,40500,148.2,2.6
1994,New_Mexico,26905,148.2,2.6
1995,Missouri,34825,152.4,2.8
1995,avgerage,34076,152.4,2.8
1995,Mississippi,26538,152.4,2.8
1995,Wisconsin,40955,152.4,2.8
1995,Alabama,25991,152.4,2.8
1995,West_Virgina,24880,152.4,2.8
1995,Alaska,47954,152.4,2.8
1995,Washington,35568,152.4,2.8
1995,Arizona,30863,152.4,2.8
1995,Virgina,36222,152.4,2.8
1995,Arkansas,25814,152.4,2.8
1995,Vermont,33824,152.4,2.8
1995,California,37009,152.4,2.8
1995,Utah,36480,152.4,2.8
1995,Colorado,40706,152.4,2.8
1995,Texas,32039,152.4,2.8
1995,Connecticut,40243,152.4,2.8
1995,Tennessee,29015,152.4,2.8
1995,Wyoming,31529,152.4,2.8
1995,Delaware,34928,152.4,2.8
1995,South_Dakota,29578,152.4,2.8
1995,District_of_Columbia,30748,152.4,2.8
1995,South_Carolina,29071,152.4,2.8
1995,Florida,29745,152.4,2.8
1995,Rhode_Island,35359,152.4,2.8
1995,Georgia,34099,152.4,2.8
1995,Pennsylvania,34524,152.4,2.8
1995,Hawaii,42851,152.4,2.8
1995,Oregon,36374,152.4,2.8
1995,Idaho,32676,152.4,2.8
1995,Oklahoma,26311,152.4,2.8
1995,Illinois,38071,152.4,2.8
1995,Ohio,34941,152.4,2.8
1995,Indiana,33385,152.4,2.8
1995,North_Dakota,29089,152.4,2.8
1995,Iowa,35519,152.4,2.8
1995,North_Carolina,31979,152.4,2.8
1995,Kansas,30341,152.4,2.8
1995,New_York,33028,152.4,2.8
1995,Kentucky,29810,152.4,2.8
1995,New_Mexico,25991,152.4,2.8
1995,Louisiana,27949,152.4,2.8
1995,New_Jersey,43924,152.4,2.8
1995,Maine,33858,152.4,2.8
1995,New_Hampsire,39171,152.4,2.8
1995,Maryland,41041,152.4,2.8
1995,Nevada,36084,152.4,2.8
1995,Massachusetts,38574,152.4,2.8
1995,Nebraska,32929,152.4,2.8
1995,Michigan,36426,152.4,2.8
1995,Montana,27757,152.4,2.8
1995,Minnesota,37933,152.4,2.8
1996,Maryland,43993,156.9,2.9
1996,Delaware,39309,156.9,2.9
1996,Rhode_Island,36986,156.9,2.9
1996,New_Hampsire,39407,156.9,2.9
1996,Nebraska,34014,156.9,2.9
1996,Virgina,39211,156.9,2.9
1996,Florida,30641,156.9,2.9
1996,West_Virgina,25247,156.9,2.9
1996,Arkansas,27123,156.9,2.9
1996,Maine,34696,156.9,2.9
1996,avgerage,35492,156.9,2.9
1996,Oklahoma,27437,156.9,2.9
1996,South_Carolina,34665,156.9,2.9
1996,Mississippi,26677,156.9,2.9
1996,Pennsylvania,34899,156.9,2.9
1996,Ohio,34070,156.9,2.9
1996,Wisconsin,40001,156.9,2.9
1996,Tennessee,30790,156.9,2.9
1996,Alaska,52779,156.9,2.9
1996,New_Jersey,47468,156.9,2.9
1996,Vermont,32358,156.9,2.9
1996,Massachusetts,39494,156.9,2.9
1996,Connecticut,42119,156.9,2.9
1996,California,38812,156.9,2.9
1996,Louisiana,30262,156.9,2.9
1996,Montana,28684,156.9,2.9
1996,Nevada,38540,156.9,2.9
1996,New_Mexico,25086,156.9,2.9
1996,Washington,36676,156.9,2.9
1996,Alabama,30302,156.9,2.9
1996,Indiana,35147,156.9,2.9
1996,Minnesota,40991,156.9,2.9
1996,District_of_Columbia,31966,156.9,2.9
1996,Michigan,39225,156.9,2.9
1996,Idaho,34709,156.9,2.9
1996,Utah,37038,156.9,2.9
1996,Kansas,32585,156.9,2.9
1996,Iowa,33209,156.9,2.9
1996,Colorado,40950,156.9,2.9
1996,Kentucky,32413,156.9,2.9
1996,Illinois,39554,156.9,2.9
1996,Wyoming,30953,156.9,2.9
1996,Hawaii,41772,156.9,2.9
1996,New_York,35410,156.9,2.9
1996,Texas,33072,156.9,2.9
1996,North_Carolina,35601,156.9,2.9
1996,Georgia,32496,156.9,2.9
1996,Arizona,31637,156.9,2.9
1996,South_Dakota,29526,156.9,2.9
1996,Missouri,34265,156.9,2.9
1996,North_Dakota,31470,156.9,2.9
1996,Oregon,35492,156.9,2.9
1997,North_Dakota,31661,160.5,2.3
1997,Connecticut,43985,160.5,2.3
1997,Mississippi,28499,160.5,2.3
1997,Kansas,36471,160.5,2.3
1997,North_Carolina,35840,160.5,2.3
1997,Tennessee,30636,160.5,2.3
1997,Iowa,33783,160.5,2.3
1997,Delaware,43033,160.5,2.3
1997,Missouri,36553,160.5,2.3
1997,Wisconsin,39595,160.5,2.3
1997,Alabama,31939,160.5,2.3
1997,Georgia,36663,160.5,2.3
1997,Michigan,38742,160.5,2.3
1997,avgerage,37005,160.5,2.3
1997,Nebraska,34692,160.5,2.3
1997,Rhode_Island,34797,160.5,2.3
1997,Oklahoma,31351,160.5,2.3
1997,West_Virgina,27488,160.5,2.3
1997,Alaska,47994,160.5,2.3
1997,Massachusetts,42023,160.5,2.3
1997,Nevada,38854,160.5,2.3
1997,Washington,44562,160.5,2.3
1997,Arizona,32740,160.5,2.3
1997,Pennsylvania,37517,160.5,2.3
1997,Illinois,41283,160.5,2.3
1997,Florida,32455,160.5,2.3
1997,Hawaii,40934,160.5,2.3
1997,Maryland,46685,160.5,2.3
1997,New_Hampsire,40998,160.5,2.3
1997,Wyoming,33423,160.5,2.3
1997,Virgina,42957,160.5,2.3
1997,Arkansas,26162,160.5,2.3
1997,South_Carolina,34262,160.5,2.3
1997,Maine,32772,160.5,2.3
1997,Minnesota,42564,160.5,2.3
1997,Ohio,36134,160.5,2.3
1997,Oregon,37247,160.5,2.3
1997,New_Jersey,48021,160.5,2.3
1997,Vermont,35053,160.5,2.3
1997,California,39694,160.5,2.3
1997,Louisiana,33260,160.5,2.3
1997,New_Mexico,30086,160.5,2.3
1997,Idaho,33404,160.5,2.3
1997,Indiana,38889,160.5,2.3
1997,District_of_Columbia,31860,160.5,2.3
1997,Utah,42775,160.5,2.3
1997,Colorado,43233,160.5,2.3
1997,Kentucky,33452,160.5,2.3
1997,New_York,35798,160.5,2.3
1997,Texas,35075,160.5,2.3
1997,Montana,29212,160.5,2.3
1997,South_Dakota,29694,160.5,2.3
1998,Oregon,39067,163,1.6
1998,Idaho,36680,163,1.6
1998,Georgia,38665,163,1.6
1998,Wyoming,35250,163,1.6
1998,Rhode_Island,40686,163,1.6
1998,Oklahoma,33727,163,1.6
1998,Illinois,43178,163,1.6
1998,Minnesota,47926,163,1.6
1998,Florida,34909,163,1.6
1998,South_Carolina,33267,163,1.6
1998,Ohio,38925,163,1.6
1998,Indiana,39731,163,1.6
1998,District_of_Columbia,33433,163,1.6
1998,South_Dakota,32786,163,1.6
1998,North_Dakota,30304,163,1.6
1998,Iowa,37019,163,1.6
1998,Delaware,41458,163,1.6
1998,Tennessee,34091,163,1.6
1998,North_Carolina,35838,163,1.6
1998,Kansas,36711,163,1.6
1998,Connecticut,46508,163,1.6
1998,Texas,35783,163,1.6
1998,Mississippi,29120,163,1.6
1998,New_York,37394,163,1.6
1998,Kentucky,36252,163,1.6
1998,Colorado,46599,163,1.6
1998,Utah,44299,163,1.6
1998,New_Mexico,31543,163,1.6
1998,Louisiana,31735,163,1.6
1998,California,40934,163,1.6
1998,Vermont,39372,163,1.6
1998,New_Jersey,49826,163,1.6
1998,Maine,35640,163,1.6
1998,Arkansas,27665,163,1.6
1998,Virgina,43354,163,1.6
1998,New_Hampsire,44958,163,1.6
